Name;Radio Call Sign (RC);Location date;Latitude;Longitude;Heading;Speed (kt)
HURACAN I (ART);CB7014;15/12/2022 11:17:01;-42.1618;-73.3389;301.0;0.99 kt
HURACAN I (ART);CB7014;15/12/2022 11:32:01;-42.1604;-73.3427;321.0;6.99 kt
HURACAN I (ART);CB7014;15/12/2022 11:47:01;-42.1349;-73.3633;353.0;7.50 kt
HURACAN I (ART);CB7014;15/12/2022 12:02:01;-42.1324;-73.3625;0.0;0.00 kt
HURACAN I (ART);CB7014;15/12/2022 12:17:01;-42.127;-73.364;351.0;6.99 kt
HURACAN I (ART);CB7014;15/12/2022 12:32:01;-42.1013;-73.3821;318.0;7.50 kt
HURACAN I (ART);CB7014;15/12/2022 12:47:01;-42.1099;-73.4186;235.0;8.00 kt
HURACAN I (ART);CB7014;15/12/2022 13:02:01;-42.1103;-73.434;130.0;0.00 kt
HURACAN I (ART);CB7014;15/12/2022 13:17:01;-42.1103;-73.4341;75.0;0.00 kt
HURACAN I (ART);CB7014;15/12/2022 13:32:01;-42.1103;-73.434;0.0;0.00 kt
HURACAN I (ART);CB7014;15/12/2022 13:47:01;-42.1103;-73.4341;238.0;0.00 kt
HURACAN I (ART);CB7014;15/12/2022 14:02:01;-42.1103;-73.4339;0.0;0.00 kt
HURACAN I (ART);CB7014;15/12/2022 14:17:01;-42.1103;-73.434;0.0;0.00 kt
HURACAN I (ART);CB7014;15/12/2022 14:32:01;-42.1103;-73.4342;241.0;0.00 kt
HURACAN I (ART);CB7014;15/12/2022 14:47:01;-42.1103;-73.4341;234.0;0.00 kt
HURACAN I (ART);CB7014;15/12/2022 15:02:01;-42.1103;-73.434;0.0;0.00 kt
HURACAN I (ART);CB7014;15/12/2022 15:17:01;-42.1103;-73.4341;235.0;0.00 kt
HURACAN I (ART);CB7014;15/12/2022 15:32:01;-42.1103;-73.4341;244.0;0.00 kt
HURACAN I (ART);CB7014;15/12/2022 15:47:02;-42.1104;-73.4342;246.0;0.00 kt
HURACAN I (ART);CB7014;15/12/2022 16:02:01;-42.1103;-73.4342;245.0;0.00 kt
HURACAN I (ART);CB7014;15/12/2022 16:17:01;-42.1103;-73.4341;229.0;0.00 kt
HURACAN I (ART);CB7014;15/12/2022 16:32:01;-42.1103;-73.4341;66.0;0.00 kt
HURACAN I (ART);CB7014;15/12/2022 16:47:01;-42.1103;-73.4341;74.0;0.00 kt
HURACAN I (ART);CB7014;15/12/2022 17:02:01;-42.1103;-73.4342;0.0;0.00 kt
HURACAN I (ART);CB7014;15/12/2022 17:17:01;-42.1103;-73.4341;218.0;0.00 kt
HURACAN I (ART);CB7014;15/12/2022 17:32:01;-42.1104;-73.4342;0.0;0.00 kt
HURACAN I (ART);CB7014;15/12/2022 17:47:01;-42.1103;-73.4341;77.0;0.00 kt
HURACAN I (ART);CB7014;15/12/2022 18:02:01;-42.1103;-73.4342;68.0;0.00 kt
HURACAN I (ART);CB7014;15/12/2022 18:17:01;-42.1103;-73.4342;0.0;0.00 kt
HURACAN I (ART);CB7014;15/12/2022 18:32:01;-42.1103;-73.4342;248.0;0.00 kt
HURACAN I (ART);CB7014;15/12/2022 18:47:01;-42.1103;-73.4341;78.0;0.00 kt
HURACAN I (ART);CB7014;15/12/2022 19:02:01;-42.1104;-73.4343;216.0;0.00 kt
HURACAN I (ART);CB7014;15/12/2022 19:17:01;-42.1103;-73.4342;0.0;0.00 kt
HURACAN I (ART);CB7014;15/12/2022 19:32:01;-42.1104;-73.4342;229.0;0.00 kt
HURACAN I (ART);CB7014;15/12/2022 19:47:01;-42.1103;-73.4342;60.0;0.00 kt
HURACAN I (ART);CB7014;15/12/2022 20:02:01;-42.1103;-73.4341;94.0;0.00 kt
HURACAN I (ART);CB7014;15/12/2022 20:17:01;-42.1103;-73.4341;0.0;0.00 kt
HURACAN I (ART);CB7014;15/12/2022 20:32:01;-42.1103;-73.434;100.0;0.00 kt
HURACAN I (ART);CB7014;15/12/2022 20:47:01;-42.1103;-73.434;100.0;0.00 kt
HURACAN I (ART);CB7014;15/12/2022 21:02:01;-42.1103;-73.434;98.0;0.00 kt
HURACAN I (ART);CB7014;15/12/2022 21:17:01;-42.1103;-73.434;95.0;0.00 kt
HURACAN I (ART);CB7014;15/12/2022 21:32:01;-42.1103;-73.434;95.0;0.00 kt
HURACAN I (ART);CB7014;15/12/2022 21:47:01;-42.1103;-73.434;0.0;0.00 kt
HURACAN I (ART);CB7014;15/12/2022 22:02:01;-42.1103;-73.434;0.0;0.00 kt
HURACAN I (ART);CB7014;15/12/2022 22:17:01;-42.1103;-73.434;106.0;0.00 kt
HURACAN I (ART);CB7014;15/12/2022 22:32:01;-42.1103;-73.4339;102.0;0.00 kt
HURACAN I (ART);CB7014;15/12/2022 22:47:01;-42.1103;-73.4339;0.0;0.00 kt
HURACAN I (ART);CB7014;15/12/2022 23:02:01;-42.1103;-73.4339;276.0;0.00 kt
HURACAN I (ART);CB7014;15/12/2022 23:17:01;-42.1103;-73.4339;0.0;0.00 kt
HURACAN I (ART);CB7014;15/12/2022 23:32:01;-42.1103;-73.434;0.0;0.00 kt
HURACAN I (ART);CB7014;15/12/2022 23:47:01;-42.1103;-73.434;0.0;0.00 kt
HURACAN I (ART);CB7014;16/12/2022 00:02:01;-42.1103;-73.434;0.0;0.00 kt
HURACAN I (ART);CB7014;16/12/2022 00:17:01;-42.1103;-73.4339;120.0;0.00 kt
HURACAN I (ART);CB7014;16/12/2022 00:32:01;-42.1103;-73.4339;111.0;0.00 kt
HURACAN I (ART);CB7014;16/12/2022 00:47:01;-42.1103;-73.4339;115.0;0.00 kt
HURACAN I (ART);CB7014;16/12/2022 01:02:01;-42.1103;-73.434;0.0;0.00 kt
HURACAN I (ART);CB7014;16/12/2022 01:17:01;-42.1103;-73.4339;120.0;0.00 kt
HURACAN I (ART);CB7014;16/12/2022 01:32:01;-42.1103;-73.4339;120.0;0.00 kt
HURACAN I (ART);CB7014;16/12/2022 01:47:01;-42.1103;-73.4338;0.0;0.00 kt
HURACAN I (ART);CB7014;16/12/2022 02:02:01;-42.1103;-73.4339;0.0;0.00 kt
HURACAN I (ART);CB7014;16/12/2022 02:17:01;-42.1103;-73.4338;277.0;0.00 kt
HURACAN I (ART);CB7014;16/12/2022 02:32:01;-42.1103;-73.4338;289.0;0.00 kt
HURACAN I (ART);CB7014;16/12/2022 02:47:01;-42.1103;-73.4338;0.0;0.00 kt
HURACAN I (ART);CB7014;16/12/2022 03:02:01;-42.1103;-73.4339;273.0;0.00 kt
HURACAN I (ART);CB7014;16/12/2022 03:17:01;-42.1103;-73.4339;313.0;0.00 kt
HURACAN I (ART);CB7014;16/12/2022 03:32:01;-42.1103;-73.4338;117.0;0.00 kt
HURACAN I (ART);CB7014;16/12/2022 03:47:01;-42.1103;-73.4338;0.0;0.00 kt
HURACAN I (ART);CB7014;16/12/2022 04:02:01;-42.1103;-73.4339;137.0;0.00 kt
HURACAN I (ART);CB7014;16/12/2022 04:17:01;-42.1103;-73.4338;0.0;0.00 kt
HURACAN I (ART);CB7014;16/12/2022 04:32:01;-42.1104;-73.4337;150.0;0.00 kt
HURACAN I (ART);CB7014;16/12/2022 04:47:01;-42.1104;-73.4337;150.0;0.00 kt
HURACAN I (ART);CB7014;16/12/2022 05:02:01;-42.1103;-73.4339;0.0;0.00 kt
HURACAN I (ART);CB7014;16/12/2022 05:17:01;-42.1103;-73.4339;0.0;0.00 kt
HURACAN I (ART);CB7014;16/12/2022 05:32:01;-42.1103;-73.4339;126.0;0.00 kt
HURACAN I (ART);CB7014;16/12/2022 05:47:02;-42.1103;-73.4339;0.0;0.00 kt
HURACAN I (ART);CB7014;16/12/2022 06:02:02;-42.1103;-73.4338;118.0;0.00 kt
HURACAN I (ART);CB7014;16/12/2022 06:17:01;-42.1102;-73.4338;323.0;0.00 kt
HURACAN I (ART);CB7014;16/12/2022 06:32:01;-42.1103;-73.4338;129.0;0.00 kt
HURACAN I (ART);CB7014;16/12/2022 06:47:02;-42.1102;-73.4338;304.0;0.00 kt
HURACAN I (ART);CB7014;16/12/2022 07:02:01;-42.1102;-73.4338;0.0;0.00 kt
HURACAN I (ART);CB7014;16/12/2022 07:17:02;-42.1102;-73.4338;0.0;0.00 kt
HURACAN I (ART);CB7014;16/12/2022 07:32:01;-42.1102;-73.4338;0.0;0.00 kt
HURACAN I (ART);CB7014;16/12/2022 07:47:01;-42.1102;-73.4338;128.0;0.00 kt
