Name;Radio Call Sign (RC);Location date;Latitude;Longitude;Heading;Speed (kt)
ORIENTE  (ART);CB4239;28/12/2022 10:58:01;-32.6519;-71.6565;14.0;2.99 kt
ORIENTE  (ART);CB4239;28/12/2022 10:43:02;-32.6582;-71.659;360.0;2.00 kt
ORIENTE  (ART);CB4239;28/12/2022 10:28:01;-32.6654;-71.66;31.0;2.00 kt
ORIENTE  (ART);CB4239;28/12/2022 10:13:01;-32.6723;-71.6617;297.0;2.00 kt
ORIENTE  (ART);CB4239;28/12/2022 09:58:01;-32.6789;-71.6562;4.0;2.00 kt
ORIENTE  (ART);CB4239;28/12/2022 09:43:01;-32.6841;-71.6606;14.0;0.99 kt
ORIENTE  (ART);CB4239;28/12/2022 09:28:02;-32.6914;-71.6598;179.0;2.00 kt
ORIENTE  (ART);CB4239;28/12/2022 09:13:01;-32.6931;-71.6598;141.0;0.99 kt
ORIENTE  (ART);CB4239;28/12/2022 08:58:01;-32.6961;-71.658;310.0;2.00 kt
ORIENTE  (ART);CB4239;28/12/2022 08:43:02;-32.6965;-71.6614;208.0;0.99 kt
ORIENTE  (ART);CB4239;28/12/2022 08:28:02;-32.6922;-71.6625;252.0;4.00 kt
ORIENTE  (ART);CB4239;28/12/2022 08:13:01;-32.6892;-71.6578;202.0;2.00 kt
ORIENTE  (ART);CB4239;28/12/2022 07:58:01;-32.6836;-71.6574;160.0;2.00 kt
ORIENTE  (ART);CB4239;28/12/2022 07:43:01;-32.678;-71.663;165.0;2.00 kt
ORIENTE  (ART);CB4239;28/12/2022 07:28:01;-32.6722;-71.6598;259.0;2.00 kt
ORIENTE  (ART);CB4239;28/12/2022 07:13:01;-32.6654;-71.6617;205.0;0.99 kt
ORIENTE  (ART);CB4239;28/12/2022 06:58:01;-32.66;-71.6567;239.0;2.99 kt
ORIENTE  (ART);CB4239;28/12/2022 06:43:02;-32.6537;-71.6567;165.0;0.99 kt
ORIENTE  (ART);CB4239;28/12/2022 06:28:01;-32.6478;-71.6607;184.0;2.00 kt
ORIENTE  (ART);CB4239;28/12/2022 06:13:01;-32.6426;-71.665;234.0;2.00 kt
ORIENTE  (ART);CB4239;28/12/2022 05:58:01;-32.6384;-71.6643;291.0;0.99 kt
ORIENTE  (ART);CB4239;28/12/2022 05:43:01;-32.6344;-71.6586;180.0;1.49 kt
ORIENTE  (ART);CB4239;28/12/2022 05:28:01;-32.6259;-71.6562;81.0;2.00 kt
ORIENTE  (ART);CB4239;28/12/2022 05:13:01;-32.6395;-71.6709;28.0;6.99 kt
ORIENTE  (ART);CB4239;28/12/2022 04:58:01;-32.6571;-71.6982;44.0;6.99 kt
ORIENTE  (ART);CB4239;28/12/2022 04:43:01;-32.6765;-71.7252;63.0;6.99 kt
ORIENTE  (ART);CB4239;28/12/2022 04:28:01;-32.6942;-71.7534;64.0;6.99 kt
ORIENTE  (ART);CB4239;28/12/2022 04:13:01;-32.7092;-71.7833;60.0;6.99 kt
ORIENTE  (ART);CB4239;28/12/2022 03:58:01;-32.7234;-71.8126;62.0;6.99 kt
ORIENTE  (ART);CB4239;28/12/2022 03:43:01;-32.7418;-71.8376;55.0;6.99 kt
ORIENTE  (ART);CB4239;28/12/2022 03:28:02;-32.7641;-71.8552;1.0;8.00 kt
ORIENTE  (ART);CB4239;28/12/2022 03:13:02;-32.7942;-71.838;339.0;8.00 kt
ORIENTE  (ART);CB4239;28/12/2022 02:58:02;-32.8227;-71.8175;321.0;8.00 kt
ORIENTE  (ART);CB4239;28/12/2022 02:43:02;-32.8489;-71.7926;310.0;8.00 kt
ORIENTE  (ART);CB4239;28/12/2022 02:28:01;-32.8765;-71.77;335.0;9.00 kt
ORIENTE  (ART);CB4239;28/12/2022 02:13:01;-32.8965;-71.7636;310.0;1.49 kt
ORIENTE  (ART);CB4239;28/12/2022 01:58:01;-32.9019;-71.763;26.0;2.00 kt
ORIENTE  (ART);CB4239;28/12/2022 01:43:01;-32.9042;-71.7616;310.0;0.99 kt
ORIENTE  (ART);CB4239;28/12/2022 01:28:02;-32.9102;-71.7626;18.0;2.00 kt
ORIENTE  (ART);CB4239;28/12/2022 01:13:01;-32.9175;-71.7685;12.0;2.99 kt
ORIENTE  (ART);CB4239;28/12/2022 00:58:01;-32.9244;-71.7704;340.0;0.99 kt
