Name;Radio Call Sign (RC);Location date;Latitude;Longitude;Heading;Speed (kt)
HURACAN I (ART);CB7014;26/12/2022 11:02:01;-41.7995;-73.1485;322.0;0.00 kt
HURACAN I (ART);CB7014;26/12/2022 10:47:02;-41.8057;-73.1509;21.0;7.50 kt
HURACAN I (ART);CB7014;26/12/2022 10:32:02;-41.8079;-73.1849;135.0;6.99 kt
HURACAN I (ART);CB7014;26/12/2022 10:17:02;-41.7928;-73.1741;282.0;8.49 kt
HURACAN I (ART);CB7014;26/12/2022 10:02:01;-41.7745;-73.145;209.0;6.99 kt
TRAUWÜN I (ART);CB7765;26/12/2022 11:03:01;-31.0387;-71.7451;169.0;1.49 kt
TRAUWÜN I (ART);CB7765;26/12/2022 10:55:01;-31.0353;-71.7465;105.0;2.00 kt
TRAUWÜN I (ART);CB7765;26/12/2022 10:47:01;-31.0322;-71.749;136.0;2.00 kt
TRAUWÜN I (ART);CB7765;26/12/2022 10:39:01;-31.0284;-71.7497;207.0;2.00 kt
TRAUWÜN I (ART);CB7765;26/12/2022 10:31:01;-31.0245;-71.7493;155.0;2.00 kt
TRAUWÜN I (ART);CB7765;26/12/2022 10:23:01;-31.0206;-71.7482;200.0;2.00 kt
TRAUWÜN I (ART);CB7765;26/12/2022 10:15:01;-31.017;-71.7483;175.0;2.00 kt
TRAUWÜN I (ART);CB7765;26/12/2022 10:07:01;-31.0136;-71.7476;180.0;2.00 kt
TRAUWÜN I (ART);CB7765;26/12/2022 09:59:01;-31.0103;-71.7455;230.0;2.00 kt
TRAUWÜN I (ART);CB7765;26/12/2022 09:51:01;-31.0077;-71.743;247.0;2.00 kt
TRAUWÜN I (ART);CB7765;26/12/2022 09:43:01;-30.9997;-71.7396;176.0;6.99 kt
TRAUWÜN I (ART);CB7765;26/12/2022 09:35:01;-30.9835;-71.7433;192.0;8.00 kt
TRAUWÜN I (ART);CB7765;26/12/2022 09:27:01;-30.9671;-71.7426;148.0;6.99 kt
TRAUWÜN I (ART);CB7765;26/12/2022 09:19:01;-30.9502;-71.7446;172.0;8.49 kt
TRAUWÜN I (ART);CB7765;26/12/2022 09:11:01;-30.9335;-71.746;179.0;8.00 kt
TRAUWÜN I (ART);CB7765;26/12/2022 09:03:01;-30.9161;-71.7469;184.0;8.00 kt
TRAUWÜN I (ART);CB7765;26/12/2022 08:55:01;-30.8988;-71.7487;163.0;8.00 kt
TRAUWÜN I (ART);CB7765;26/12/2022 08:47:01;-30.8823;-71.7498;171.0;8.49 kt
TRAUWÜN I (ART);CB7765;26/12/2022 08:39:01;-30.8649;-71.7511;173.0;8.00 kt
TRAUWÜN I (ART);CB7765;26/12/2022 08:31:01;-30.8477;-71.7529;203.0;9.00 kt
TRAUWÜN I (ART);CB7765;26/12/2022 08:23:01;-30.8308;-71.752;180.0;8.00 kt
TRAUWÜN I (ART);CB7765;26/12/2022 08:15:01;-30.8141;-71.7539;170.0;6.99 kt
TRAUWÜN I (ART);CB7765;26/12/2022 08:07:01;-30.7975;-71.7556;185.0;8.00 kt
TRAUWÜN I (ART);CB7765;26/12/2022 07:59:01;-30.7807;-71.7555;168.0;6.99 kt
TRAUWÜN I (ART);CB7765;26/12/2022 07:51:01;-30.7642;-71.7572;171.0;6.99 kt
TRAUWÜN I (ART);CB7765;26/12/2022 07:43:01;-30.7479;-71.7585;183.0;7.50 kt
TRAUWÜN I (ART);CB7765;26/12/2022 07:35:01;-30.7316;-71.7592;171.0;6.99 kt
TRAUWÜN I (ART);CB7765;26/12/2022 07:27:01;-30.7155;-71.761;171.0;7.50 kt
TRAUWÜN I (ART);CB7765;26/12/2022 07:19:01;-30.6991;-71.7601;185.0;6.99 kt
TRAUWÜN I (ART);CB7765;26/12/2022 07:11:01;-30.683;-71.7615;199.0;8.00 kt
TRAUWÜN I (ART);CB7765;26/12/2022 07:03:01;-30.667;-71.7644;165.0;8.00 kt
TRAUWÜN I (ART);CB7765;26/12/2022 06:55:01;-30.6507;-71.766;156.0;6.99 kt
TRAUWÜN I (ART);CB7765;26/12/2022 06:47:01;-30.6344;-71.7651;188.0;8.00 kt
TRAUWÜN I (ART);CB7765;26/12/2022 06:39:01;-30.6179;-71.7629;194.0;6.99 kt
TRAUWÜN I (ART);CB7765;26/12/2022 06:31:01;-30.6015;-71.7618;192.0;8.00 kt
TRAUWÜN I (ART);CB7765;26/12/2022 06:23:01;-30.5849;-71.7605;190.0;6.99 kt
TRAUWÜN I (ART);CB7765;26/12/2022 06:15:01;-30.5693;-71.7542;194.0;6.99 kt
TRAUWÜN I (ART);CB7765;26/12/2022 06:07:01;-30.5529;-71.7528;178.0;7.50 kt
TRAUWÜN I (ART);CB7765;26/12/2022 05:59:01;-30.5366;-71.753;205.0;6.99 kt
TRAUWÜN I (ART);CB7765;26/12/2022 05:51:02;-30.5208;-71.7525;177.0;8.00 kt
TRAUWÜN I (ART);CB7765;26/12/2022 05:43:01;-30.5051;-71.7484;172.0;6.49 kt
TRAUWÜN I (ART);CB7765;26/12/2022 05:35:01;-30.4889;-71.7459;200.0;8.00 kt
TRAUWÜN I (ART);CB7765;26/12/2022 05:27:01;-30.4727;-71.7418;193.0;6.99 kt
TRAUWÜN I (ART);CB7765;26/12/2022 05:19:01;-30.4563;-71.7395;166.0;8.00 kt
TRAUWÜN I (ART);CB7765;26/12/2022 05:11:01;-30.4401;-71.7375;196.0;6.99 kt
TRAUWÜN I (ART);CB7765;26/12/2022 05:03:01;-30.4242;-71.7336;191.0;6.99 kt
TRAUWÜN I (ART);CB7765;26/12/2022 04:55:01;-30.4081;-71.732;166.0;6.99 kt
TRAUWÜN I (ART);CB7765;26/12/2022 04:47:01;-30.392;-71.7304;199.0;6.99 kt
TRAUWÜN I (ART);CB7765;26/12/2022 04:39:01;-30.3764;-71.7266;195.0;6.99 kt
TRAUWÜN I (ART);CB7765;26/12/2022 04:31:01;-30.3607;-71.7237;188.0;8.00 kt
TRAUWÜN I (ART);CB7765;26/12/2022 04:23:01;-30.3459;-71.7181;208.0;6.99 kt
TRAUWÜN I (ART);CB7765;26/12/2022 04:15:01;-30.331;-71.7118;185.0;6.99 kt
TRAUWÜN I (ART);CB7765;26/12/2022 04:07:01;-30.316;-71.7064;198.0;7.50 kt
TRAUWÜN I (ART);CB7765;26/12/2022 03:59:01;-30.301;-71.701;183.0;6.99 kt
TRAUWÜN I (ART);CB7765;26/12/2022 03:51:01;-30.2861;-71.6939;210.0;6.49 kt
TRAUWÜN I (ART);CB7765;26/12/2022 03:43:01;-30.2725;-71.6837;217.0;8.00 kt
TRAUWÜN I (ART);CB7765;26/12/2022 03:35:01;-30.2581;-71.6767;173.0;6.99 kt
TRAUWÜN I (ART);CB7765;26/12/2022 03:27:01;-30.2436;-71.6738;200.0;6.00 kt
TRAUWÜN I (ART);CB7765;26/12/2022 03:19:01;-30.2299;-71.6665;213.0;6.99 kt
TRAUWÜN I (ART);CB7765;26/12/2022 03:11:01;-30.2164;-71.6585;204.0;6.99 kt
TRAUWÜN I (ART);CB7765;26/12/2022 03:03:01;-30.2051;-71.6471;231.0;6.49 kt
TRAUWÜN I (ART);CB7765;26/12/2022 02:55:01;-30.1942;-71.6352;230.0;6.99 kt
TRAUWÜN I (ART);CB7765;26/12/2022 02:47:01;-30.1831;-71.6236;225.0;6.99 kt
TRAUWÜN I (ART);CB7765;26/12/2022 02:39:01;-30.1723;-71.6118;221.0;6.49 kt
TRAUWÜN I (ART);CB7765;26/12/2022 02:31:01;-30.1612;-71.6002;227.0;6.49 kt
TRAUWÜN I (ART);CB7765;26/12/2022 02:23:01;-30.1505;-71.5884;218.0;6.00 kt
TRAUWÜN I (ART);CB7765;26/12/2022 02:15:01;-30.1401;-71.5765;229.0;6.99 kt
TRAUWÜN I (ART);CB7765;26/12/2022 02:07:01;-30.1294;-71.5651;220.0;4.99 kt
TRAUWÜN I (ART);CB7765;26/12/2022 01:59:01;-30.1196;-71.5549;225.0;6.99 kt
TRAUWÜN I (ART);CB7765;26/12/2022 01:51:01;-30.1089;-71.543;223.0;6.49 kt
TRAUWÜN I (ART);CB7765;26/12/2022 01:43:01;-30.0977;-71.5318;224.0;6.99 kt
TRAUWÜN I (ART);CB7765;26/12/2022 01:35:01;-30.0868;-71.5196;221.0;6.99 kt
TRAUWÜN I (ART);CB7765;26/12/2022 01:27:01;-30.075;-71.5072;222.0;6.99 kt
TRAUWÜN I (ART);CB7765;26/12/2022 01:19:01;-30.063;-71.4949;214.0;6.99 kt
TRAUWÜN I (ART);CB7765;26/12/2022 01:11:01;-30.0514;-71.4819;229.0;6.49 kt
TRAUWÜN I (ART);CB7765;26/12/2022 01:03:01;-30.0399;-71.4691;224.0;6.99 kt
TRAUWÜN I (ART);CB7765;26/12/2022 00:55:01;-30.0278;-71.4566;222.0;6.99 kt
TRAUWÜN I (ART);CB7765;26/12/2022 00:47:01;-30.0161;-71.4434;229.0;8.00 kt
TRAUWÜN I (ART);CB7765;26/12/2022 00:39:01;-30.0035;-71.4306;224.0;7.50 kt
TRAUWÜN I (ART);CB7765;26/12/2022 00:31:01;-29.9912;-71.4171;228.0;8.00 kt
TRAUWÜN I (ART);CB7765;26/12/2022 00:23:01;-29.9787;-71.4036;232.0;8.00 kt
TRAUWÜN I (ART);CB7765;26/12/2022 00:15:01;-29.9669;-71.3894;222.0;8.00 kt
TRAUWÜN I (ART);CB7765;26/12/2022 00:07:01;-29.9551;-71.3755;230.0;8.00 kt
TRAUWÜN I (ART);CB7765;25/12/2022 23:59:01;-29.9433;-71.3612;233.0;7.50 kt
TRAUWÜN I (ART);CB7765;25/12/2022 23:51:01;-29.9335;-71.3458;240.0;8.00 kt
SRA GRACIELA  ART;CA8775;26/12/2022 10:56:15;-36.9387;-73.1607;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;26/12/2022 10:41:15;-36.9387;-73.1607;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;26/12/2022 10:26:15;-36.9387;-73.1607;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;26/12/2022 10:11:15;-36.9386;-73.1607;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;26/12/2022 09:56:15;-36.9387;-73.1607;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;26/12/2022 09:41:15;-36.9387;-73.1607;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;26/12/2022 09:26:15;-36.9387;-73.1608;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;26/12/2022 09:11:15;-36.9387;-73.1607;242.0;0.00 kt
SRA GRACIELA  ART;CA8775;26/12/2022 08:56:15;-36.9387;-73.1607;58.0;0.00 kt
SRA GRACIELA  ART;CA8775;26/12/2022 08:41:15;-36.9387;-73.1607;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;26/12/2022 08:26:15;-36.9387;-73.1607;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;26/12/2022 08:11:15;-36.9387;-73.1607;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;26/12/2022 07:56:15;-36.9387;-73.1607;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;26/12/2022 07:41:15;-36.9387;-73.1607;95.0;0.00 kt
SRA GRACIELA  ART;CA8775;26/12/2022 07:26:16;-36.9387;-73.1607;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;26/12/2022 07:11:15;-36.9387;-73.1607;0.0;0.00 kt
