Name;Radio Call Sign (RC);Location date;Latitude;Longitude;Heading;Speed (kt)
HURACAN I (ART);CB7014;20/12/2022 11:17:01;-42.1108;-73.434;0.0;0.00 kt
HURACAN I (ART);CB7014;20/12/2022 11:32:01;-42.1107;-73.4341;110.0;0.00 kt
HURACAN I (ART);CB7014;20/12/2022 11:47:02;-42.1108;-73.434;0.0;0.00 kt
HURACAN I (ART);CB7014;20/12/2022 12:02:02;-42.1107;-73.4342;0.0;0.00 kt
HURACAN I (ART);CB7014;20/12/2022 12:17:01;-42.1107;-73.4341;0.0;0.00 kt
HURACAN I (ART);CB7014;20/12/2022 12:32:01;-42.1107;-73.4342;0.0;0.00 kt
HURACAN I (ART);CB7014;20/12/2022 12:47:01;-42.1107;-73.4341;0.0;0.00 kt
HURACAN I (ART);CB7014;20/12/2022 13:02:01;-42.1107;-73.4342;0.0;0.00 kt
HURACAN I (ART);CB7014;20/12/2022 13:17:01;-42.1107;-73.4342;314.0;0.00 kt
HURACAN I (ART);CB7014;20/12/2022 13:32:02;-42.1106;-73.4343;314.0;0.00 kt
HURACAN I (ART);CB7014;20/12/2022 13:47:01;-42.1107;-73.4342;338.0;0.00 kt
HURACAN I (ART);CB7014;20/12/2022 14:02:01;-42.1107;-73.4342;0.0;0.00 kt
HURACAN I (ART);CB7014;20/12/2022 14:17:01;-42.1107;-73.4342;0.0;0.00 kt
HURACAN I (ART);CB7014;20/12/2022 14:32:01;-42.1106;-73.4342;140.0;0.00 kt
HURACAN I (ART);CB7014;20/12/2022 14:47:01;-42.1107;-73.4342;137.0;0.00 kt
HURACAN I (ART);CB7014;20/12/2022 15:02:01;-42.1107;-73.4342;313.0;0.00 kt
HURACAN I (ART);CB7014;20/12/2022 15:17:01;-42.1108;-73.4341;308.0;0.00 kt
HURACAN I (ART);CB7014;20/12/2022 15:32:01;-42.1108;-73.4341;314.0;0.00 kt
HURACAN I (ART);CB7014;20/12/2022 15:47:01;-42.1108;-73.4341;309.0;0.00 kt
HURACAN I (ART);CB7014;20/12/2022 16:02:01;-42.1107;-73.4342;0.0;0.00 kt
HURACAN I (ART);CB7014;20/12/2022 16:17:01;-42.1108;-73.4341;126.0;0.00 kt
HURACAN I (ART);CB7014;20/12/2022 16:32:01;-42.1108;-73.4341;0.0;0.00 kt
HURACAN I (ART);CB7014;20/12/2022 16:47:01;-42.1107;-73.4341;99.0;0.00 kt
HURACAN I (ART);CB7014;20/12/2022 17:02:01;-42.1108;-73.4342;114.0;0.00 kt
HURACAN I (ART);CB7014;20/12/2022 17:17:01;-42.1108;-73.4342;0.0;0.00 kt
HURACAN I (ART);CB7014;20/12/2022 17:32:01;-42.1108;-73.4342;316.0;0.00 kt
HURACAN I (ART);CB7014;20/12/2022 17:47:01;-42.1108;-73.4341;141.0;0.00 kt
HURACAN I (ART);CB7014;20/12/2022 18:02:01;-42.1108;-73.4341;138.0;0.00 kt
HURACAN I (ART);CB7014;20/12/2022 18:17:01;-42.1108;-73.4341;311.0;0.00 kt
HURACAN I (ART);CB7014;20/12/2022 18:32:02;-42.1108;-73.4341;0.0;0.00 kt
HURACAN I (ART);CB7014;20/12/2022 18:47:02;-42.1108;-73.4341;135.0;0.00 kt
HURACAN I (ART);CB7014;20/12/2022 19:02:01;-42.1107;-73.4342;0.0;0.00 kt
HURACAN I (ART);CB7014;20/12/2022 19:17:01;-42.1108;-73.4342;306.0;0.00 kt
HURACAN I (ART);CB7014;20/12/2022 19:32:01;-42.1108;-73.4342;319.0;0.00 kt
HURACAN I (ART);CB7014;20/12/2022 19:47:01;-42.1107;-73.4342;311.0;0.00 kt
HURACAN I (ART);CB7014;20/12/2022 20:02:01;-42.1108;-73.4342;302.0;0.00 kt
HURACAN I (ART);CB7014;20/12/2022 20:17:01;-42.1108;-73.4342;126.0;0.00 kt
HURACAN I (ART);CB7014;20/12/2022 20:32:01;-42.1108;-73.4342;286.0;0.00 kt
HURACAN I (ART);CB7014;20/12/2022 20:47:01;-42.1108;-73.434;94.0;0.00 kt
HURACAN I (ART);CB7014;20/12/2022 21:02:01;-42.1108;-73.4339;95.0;0.00 kt
HURACAN I (ART);CB7014;20/12/2022 21:17:01;-42.1108;-73.4338;0.0;0.00 kt
HURACAN I (ART);CB7014;20/12/2022 21:32:01;-42.1108;-73.4338;0.0;0.00 kt
HURACAN I (ART);CB7014;20/12/2022 21:47:01;-42.1107;-73.4337;0.0;0.00 kt
HURACAN I (ART);CB7014;20/12/2022 22:02:01;-42.1107;-73.4337;54.0;0.00 kt
HURACAN I (ART);CB7014;20/12/2022 22:17:01;-42.1107;-73.4337;54.0;0.00 kt
HURACAN I (ART);CB7014;20/12/2022 22:32:01;-42.1107;-73.4337;0.0;0.00 kt
HURACAN I (ART);CB7014;20/12/2022 22:47:01;-42.1107;-73.4337;0.0;0.00 kt
HURACAN I (ART);CB7014;20/12/2022 23:02:01;-42.1107;-73.4338;42.0;0.00 kt
HURACAN I (ART);CB7014;20/12/2022 23:17:02;-42.1107;-73.4338;42.0;0.00 kt
