Name;Radio Call Sign (RC);Location date;Latitude;Longitude;Heading;Speed (kt)
SRA GRACIELA  ART;CA8775;24/12/2022 12:26:01;-37.0335;-73.176;291.0;8.00 kt
SRA GRACIELA  ART;CA8775;24/12/2022 12:41:01;-37.0071;-73.1986;359.0;8.00 kt
SRA GRACIELA  ART;CA8775;24/12/2022 12:56:01;-36.9749;-73.1882;27.0;8.49 kt
SRA GRACIELA  ART;CA8775;24/12/2022 13:11:01;-36.9433;-73.171;43.0;6.99 kt
SRA GRACIELA  ART;CA8775;24/12/2022 13:26:01;-36.9388;-73.1653;153.0;2.00 kt
SRA GRACIELA  ART;CA8775;24/12/2022 13:41:01;-36.9392;-73.1615;342.0;0.00 kt
SRA GRACIELA  ART;CA8775;24/12/2022 13:56:01;-36.9391;-73.1614;155.0;0.99 kt
SRA GRACIELA  ART;CA8775;24/12/2022 14:11:01;-36.9391;-73.1614;79.0;0.00 kt
SRA GRACIELA  ART;CA8775;24/12/2022 14:26:01;-36.9391;-73.1614;350.0;0.00 kt
SRA GRACIELA  ART;CA8775;24/12/2022 14:41:01;-36.9391;-73.1614;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;24/12/2022 14:56:01;-36.9391;-73.1613;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;24/12/2022 15:11:01;-36.9391;-73.1613;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;24/12/2022 15:17:59;-36.9391;-73.1613;153.0;0.00 kt
SRA GRACIELA  ART;CA8775;24/12/2022 15:26:15;-36.9391;-73.1613;264.0;0.00 kt
SRA GRACIELA  ART;CA8775;24/12/2022 15:41:16;-36.9392;-73.1613;259.0;0.00 kt
SRA GRACIELA  ART;CA8775;24/12/2022 15:56:16;-36.9391;-73.1613;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;24/12/2022 16:11:15;-36.9391;-73.1613;318.0;0.00 kt
SRA GRACIELA  ART;CA8775;24/12/2022 16:26:15;-36.9391;-73.1613;18.0;0.00 kt
SRA GRACIELA  ART;CA8775;24/12/2022 16:41:15;-36.9391;-73.1613;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;24/12/2022 16:56:16;-36.9391;-73.1613;130.0;0.00 kt
SRA GRACIELA  ART;CA8775;24/12/2022 17:11:15;-36.9391;-73.1614;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;24/12/2022 17:26:15;-36.9391;-73.1613;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;24/12/2022 17:41:15;-36.9391;-73.1613;159.0;0.00 kt
SRA GRACIELA  ART;CA8775;24/12/2022 17:56:16;-36.939;-73.1612;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;24/12/2022 18:11:15;-36.9391;-73.1612;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;24/12/2022 18:26:15;-36.9391;-73.1611;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;24/12/2022 18:41:15;-36.9391;-73.161;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;24/12/2022 18:56:15;-36.939;-73.1611;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;24/12/2022 19:11:15;-36.9389;-73.1609;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;24/12/2022 19:26:15;-36.9388;-73.1607;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;24/12/2022 19:41:15;-36.9388;-73.1607;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;24/12/2022 19:56:15;-36.9388;-73.1607;296.0;0.00 kt
SRA GRACIELA  ART;CA8775;24/12/2022 20:11:15;-36.9387;-73.1607;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;24/12/2022 20:26:15;-36.9387;-73.1607;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;24/12/2022 20:41:15;-36.9387;-73.1607;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;24/12/2022 20:56:15;-36.9387;-73.1607;97.0;0.00 kt
SRA GRACIELA  ART;CA8775;24/12/2022 21:11:15;-36.9388;-73.1607;55.0;0.00 kt
SRA GRACIELA  ART;CA8775;24/12/2022 21:26:15;-36.9388;-73.1607;343.0;0.00 kt
SRA GRACIELA  ART;CA8775;24/12/2022 21:41:15;-36.9387;-73.1607;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;24/12/2022 21:56:15;-36.9387;-73.1607;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;24/12/2022 22:11:15;-36.9387;-73.1607;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;24/12/2022 22:26:15;-36.9387;-73.1607;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;24/12/2022 22:41:15;-36.9387;-73.1607;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;24/12/2022 22:56:15;-36.9388;-73.1608;61.0;0.00 kt
SRA GRACIELA  ART;CA8775;24/12/2022 23:11:15;-36.9388;-73.1608;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;24/12/2022 23:26:15;-36.9388;-73.1607;171.0;0.00 kt
SRA GRACIELA  ART;CA8775;24/12/2022 23:41:15;-36.9388;-73.1608;105.0;0.00 kt
SRA GRACIELA  ART;CA8775;24/12/2022 23:56:15;-36.9387;-73.1607;319.0;0.00 kt
SRA GRACIELA  ART;CA8775;25/12/2022 00:11:16;-36.9387;-73.1607;352.0;0.00 kt
SRA GRACIELA  ART;CA8775;25/12/2022 00:26:16;-36.9387;-73.1607;125.0;0.00 kt
SRA GRACIELA  ART;CA8775;25/12/2022 00:41:15;-36.9387;-73.1607;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;25/12/2022 00:56:15;-36.9387;-73.1607;24.0;0.00 kt
SRA GRACIELA  ART;CA8775;25/12/2022 01:11:16;-36.9387;-73.1607;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;25/12/2022 01:26:15;-36.9387;-73.1607;137.0;0.00 kt
SRA GRACIELA  ART;CA8775;25/12/2022 01:41:15;-36.9387;-73.1607;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;25/12/2022 01:56:15;-36.9387;-73.1607;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;25/12/2022 02:11:15;-36.9387;-73.1608;215.0;0.00 kt
SRA GRACIELA  ART;CA8775;25/12/2022 02:26:15;-36.9387;-73.1607;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;25/12/2022 02:41:15;-36.9387;-73.1607;132.0;0.00 kt
SRA GRACIELA  ART;CA8775;25/12/2022 02:56:15;-36.9387;-73.1607;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;25/12/2022 03:11:15;-36.9387;-73.1608;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;25/12/2022 03:26:15;-36.9387;-73.1607;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;25/12/2022 03:41:15;-36.9387;-73.1607;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;25/12/2022 03:56:15;-36.9387;-73.1608;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;25/12/2022 04:11:16;-36.9387;-73.1607;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;25/12/2022 04:26:15;-36.9387;-73.1608;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;25/12/2022 04:41:16;-36.9387;-73.1607;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;25/12/2022 04:56:15;-36.9387;-73.1607;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;25/12/2022 05:11:15;-36.9387;-73.1607;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;25/12/2022 05:26:15;-36.9386;-73.1607;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;25/12/2022 05:41:15;-36.9387;-73.1607;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;25/12/2022 05:56:15;-36.9387;-73.1607;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;25/12/2022 06:11:15;-36.9386;-73.1607;342.0;0.00 kt
SRA GRACIELA  ART;CA8775;25/12/2022 06:26:15;-36.9387;-73.1607;138.0;0.00 kt
SRA GRACIELA  ART;CA8775;25/12/2022 06:41:15;-36.9386;-73.1607;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;25/12/2022 06:56:15;-36.9386;-73.1607;189.0;0.00 kt
SRA GRACIELA  ART;CA8775;25/12/2022 07:11:15;-36.9387;-73.1607;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;25/12/2022 07:26:15;-36.9387;-73.1607;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;25/12/2022 07:41:15;-36.9387;-73.1607;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;25/12/2022 07:56:15;-36.9387;-73.1607;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;25/12/2022 08:11:15;-36.9387;-73.1607;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;25/12/2022 08:26:15;-36.9387;-73.1607;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;25/12/2022 08:41:15;-36.9386;-73.1607;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;25/12/2022 08:56:16;-36.9387;-73.1607;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;25/12/2022 09:11:15;-36.9387;-73.1607;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;25/12/2022 09:26:15;-36.9387;-73.1607;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;25/12/2022 09:41:15;-36.9387;-73.1607;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;25/12/2022 09:56:15;-36.9387;-73.1607;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;25/12/2022 10:11:16;-36.9387;-73.1607;212.0;0.00 kt
SRA GRACIELA  ART;CA8775;25/12/2022 10:26:15;-36.9387;-73.1607;41.0;0.00 kt
SRA GRACIELA  ART;CA8775;25/12/2022 10:41:16;-36.9387;-73.1607;0.0;0.00 kt
SRA GRACIELA  ART;CA8775;25/12/2022 10:56:15;-36.9387;-73.1607;0.0;0.00 kt
RIMAR (ART-TRP);CB3326;24/12/2022 11:12:41;-43.25773;-73.65895;167.0;2.09 kt
RIMAR (ART-TRP);CB3326;24/12/2022 11:27:41;-43.25777;-73.65897;12.0;0.50 kt
RIMAR (ART-TRP);CB3326;24/12/2022 11:42:41;-43.25777;-73.65895;212.0;0.19 kt
RIMAR (ART-TRP);CB3326;24/12/2022 11:57:41;-43.25777;-73.65897;109.0;0.19 kt
RIMAR (ART-TRP);CB3326;24/12/2022 12:12:41;-43.25777;-73.65895;147.0;0.19 kt
RIMAR (ART-TRP);CB3326;24/12/2022 12:27:41;-43.25777;-73.65897;1.0;0.09 kt
RIMAR (ART-TRP);CB3326;24/12/2022 12:42:41;-43.25663;-73.66027;301.0;0.09 kt
RIMAR (ART-TRP);CB3326;24/12/2022 12:57:41;-43.25663;-73.66025;320.0;0.09 kt
RIMAR (ART-TRP);CB3326;24/12/2022 13:12:41;-43.25662;-73.66025;29.0;0.00 kt
RIMAR (ART-TRP);CB3326;24/12/2022 13:27:41;-43.25662;-73.66025;220.0;0.00 kt
RIMAR (ART-TRP);CB3326;24/12/2022 13:42:41;-43.25662;-73.66025;97.0;0.09 kt
