Name;Radio Call Sign (RC);Location date;Latitude;Longitude;Heading;Speed (kt)
HURACAN I (ART);CB7014;21/12/2022 11:17:01;-42.1156;-73.3663;335.0;6.00 kt
HURACAN I (ART);CB7014;21/12/2022 11:32:01;-42.0983;-73.3866;291.0;6.00 kt
HURACAN I (ART);CB7014;21/12/2022 11:47:01;-42.1113;-73.4151;233.0;6.00 kt
HURACAN I (ART);CB7014;21/12/2022 12:02:01;-42.109;-73.4359;328.0;2.99 kt
HURACAN I (ART);CB7014;21/12/2022 12:17:01;-42.1086;-73.4363;0.0;0.00 kt
HURACAN I (ART);CB7014;21/12/2022 12:32:01;-42.1086;-73.4363;0.0;0.00 kt
HURACAN I (ART);CB7014;21/12/2022 12:47:01;-42.1086;-73.4363;28.0;0.00 kt
HURACAN I (ART);CB7014;21/12/2022 13:02:01;-42.1087;-73.4363;0.0;0.00 kt
HURACAN I (ART);CB7014;21/12/2022 13:17:01;-42.1086;-73.4363;0.0;0.00 kt
HURACAN I (ART);CB7014;21/12/2022 13:32:01;-42.1087;-73.4363;28.0;0.00 kt
HURACAN I (ART);CB7014;21/12/2022 13:47:01;-42.1087;-73.4363;0.0;0.00 kt
HURACAN I (ART);CB7014;21/12/2022 14:02:01;-42.1087;-73.4363;0.0;0.00 kt
HURACAN I (ART);CB7014;21/12/2022 14:17:01;-42.1087;-73.4363;0.0;0.00 kt
HURACAN I (ART);CB7014;21/12/2022 14:32:01;-42.1087;-73.4363;0.0;0.00 kt
HURACAN I (ART);CB7014;21/12/2022 14:47:01;-42.1087;-73.4363;0.0;0.00 kt
HURACAN I (ART);CB7014;21/12/2022 15:02:01;-42.1087;-73.4363;0.0;0.00 kt
HURACAN I (ART);CB7014;21/12/2022 15:17:01;-42.1087;-73.4363;0.0;0.00 kt
HURACAN I (ART);CB7014;21/12/2022 15:32:01;-42.1087;-73.4363;0.0;0.00 kt
HURACAN I (ART);CB7014;21/12/2022 15:47:01;-42.1087;-73.4363;0.0;0.00 kt
HURACAN I (ART);CB7014;21/12/2022 16:02:01;-42.1087;-73.4363;0.0;0.00 kt
HURACAN I (ART);CB7014;21/12/2022 16:17:01;-42.1087;-73.4363;0.0;0.00 kt
HURACAN I (ART);CB7014;21/12/2022 16:32:01;-42.1087;-73.4363;0.0;0.00 kt
HURACAN I (ART);CB7014;21/12/2022 16:47:01;-42.1087;-73.4363;28.0;0.00 kt
HURACAN I (ART);CB7014;21/12/2022 17:02:01;-42.1087;-73.4363;28.0;0.00 kt
HURACAN I (ART);CB7014;21/12/2022 17:17:01;-42.1087;-73.4363;0.0;0.00 kt
HURACAN I (ART);CB7014;21/12/2022 17:32:01;-42.1087;-73.4363;0.0;0.00 kt
HURACAN I (ART);CB7014;21/12/2022 17:47:01;-42.1087;-73.4363;0.0;0.00 kt
HURACAN I (ART);CB7014;21/12/2022 18:02:01;-42.1087;-73.4363;0.0;0.00 kt
HURACAN I (ART);CB7014;21/12/2022 18:17:02;-42.1087;-73.4363;0.0;0.00 kt
HURACAN I (ART);CB7014;21/12/2022 18:32:02;-42.1087;-73.4363;0.0;0.00 kt
HURACAN I (ART);CB7014;21/12/2022 18:47:01;-42.1087;-73.4363;0.0;0.00 kt
HURACAN I (ART);CB7014;21/12/2022 19:02:01;-42.1087;-73.4363;0.0;0.00 kt
HURACAN I (ART);CB7014;21/12/2022 19:17:01;-42.1087;-73.4363;0.0;0.00 kt
HURACAN I (ART);CB7014;21/12/2022 19:32:01;-42.1087;-73.4363;0.0;0.00 kt
HURACAN I (ART);CB7014;21/12/2022 19:47:01;-42.1087;-73.4363;0.0;0.00 kt
HURACAN I (ART);CB7014;21/12/2022 20:02:01;-42.1087;-73.4363;0.0;0.00 kt
HURACAN I (ART);CB7014;21/12/2022 20:17:01;-42.1087;-73.4363;0.0;0.00 kt
HURACAN I (ART);CB7014;21/12/2022 20:32:01;-42.1087;-73.4363;0.0;0.00 kt
HURACAN I (ART);CB7014;21/12/2022 20:47:01;-42.1087;-73.4363;0.0;0.00 kt
HURACAN I (ART);CB7014;21/12/2022 21:02:01;-42.1087;-73.4363;0.0;0.00 kt
