Name;Radio Call Sign (RC);Location date;Latitude;Longitude;Heading;Speed (kt)
HURACAN I (ART);CB7014;30/12/2022 20:47:01;-41.7711;-73.1423;32.0;4.99 kt
HURACAN I (ART);CB7014;30/12/2022 20:32:01;-41.7935;-73.1689;86.0;8.00 kt
HURACAN I (ART);CB7014;30/12/2022 20:17:01;-41.8032;-73.1911;315.0;6.99 kt
HURACAN I (ART);CB7014;30/12/2022 20:02:01;-41.8127;-73.161;256.0;6.00 kt
HURACAN I (ART);CB7014;30/12/2022 19:47:02;-41.7978;-73.147;264.0;0.50 kt
HURACAN I (ART);CB7014;30/12/2022 19:32:01;-41.7978;-73.147;134.0;0.00 kt
HURACAN I (ART);CB7014;30/12/2022 19:17:01;-41.7978;-73.147;0.0;0.00 kt
HURACAN I (ART);CB7014;30/12/2022 19:02:01;-41.7978;-73.147;0.0;0.00 kt
HURACAN I (ART);CB7014;30/12/2022 18:47:01;-41.7978;-73.147;0.0;0.00 kt
HURACAN I (ART);CB7014;30/12/2022 18:32:01;-41.7978;-73.147;0.0;0.00 kt
HURACAN I (ART);CB7014;30/12/2022 18:17:01;-41.7978;-73.147;0.0;0.00 kt
HURACAN I (ART);CB7014;30/12/2022 18:02:02;-41.7978;-73.147;134.0;0.00 kt
HURACAN I (ART);CB7014;30/12/2022 17:47:01;-41.7978;-73.147;0.0;0.00 kt
HURACAN I (ART);CB7014;30/12/2022 17:32:01;-41.7978;-73.147;134.0;0.00 kt
HURACAN I (ART);CB7014;30/12/2022 17:17:01;-41.7978;-73.147;0.0;0.00 kt
HURACAN I (ART);CB7014;30/12/2022 17:02:01;-41.7978;-73.147;0.0;0.00 kt
HURACAN I (ART);CB7014;30/12/2022 16:47:01;-41.7978;-73.147;0.0;0.00 kt
HURACAN I (ART);CB7014;30/12/2022 16:32:01;-41.7978;-73.147;0.0;0.00 kt
HURACAN I (ART);CB7014;30/12/2022 16:17:01;-41.7978;-73.147;0.0;0.00 kt
HURACAN I (ART);CB7014;30/12/2022 16:02:01;-41.7978;-73.1469;0.0;0.00 kt
HURACAN I (ART);CB7014;30/12/2022 15:47:01;-41.7978;-73.1469;0.0;0.00 kt
HURACAN I (ART);CB7014;30/12/2022 15:32:01;-41.7978;-73.1469;0.0;0.00 kt
HURACAN I (ART);CB7014;30/12/2022 15:17:01;-41.7978;-73.1469;134.0;0.00 kt
HURACAN I (ART);CB7014;30/12/2022 15:02:01;-41.7978;-73.1469;0.0;0.00 kt
HURACAN I (ART);CB7014;30/12/2022 14:47:01;-41.7978;-73.147;0.0;0.00 kt
HURACAN I (ART);CB7014;30/12/2022 14:32:01;-41.7978;-73.147;0.0;0.00 kt
HURACAN I (ART);CB7014;30/12/2022 14:17:01;-41.7978;-73.147;0.0;0.00 kt
HURACAN I (ART);CB7014;30/12/2022 14:02:01;-41.7978;-73.147;134.0;0.00 kt
HURACAN I (ART);CB7014;30/12/2022 13:47:01;-41.7978;-73.147;0.0;0.00 kt
HURACAN I (ART);CB7014;30/12/2022 13:32:01;-41.7978;-73.147;0.0;0.00 kt
HURACAN I (ART);CB7014;30/12/2022 13:17:01;-41.7978;-73.147;0.0;0.00 kt
HURACAN I (ART);CB7014;30/12/2022 13:02:01;-41.7978;-73.147;0.0;0.00 kt
HURACAN I (ART);CB7014;30/12/2022 12:47:01;-41.7977;-73.147;0.0;0.00 kt
HURACAN I (ART);CB7014;30/12/2022 12:32:02;-41.7977;-73.147;134.0;0.00 kt
HURACAN I (ART);CB7014;30/12/2022 12:17:02;-41.7977;-73.147;134.0;0.00 kt
HURACAN I (ART);CB7014;30/12/2022 12:02:02;-41.7996;-73.1487;249.0;0.99 kt
HURACAN I (ART);CB7014;30/12/2022 11:47:01;-41.7995;-73.1485;0.0;0.00 kt
HURACAN I (ART);CB7014;30/12/2022 11:32:01;-41.7995;-73.1485;0.0;0.00 kt
HURACAN I (ART);CB7014;30/12/2022 11:17:01;-41.7995;-73.1485;0.0;0.00 kt
FITZ ROY (ART-TRP);CB6589;30/12/2022 18:26:33;-53.2373;-70.9433;0.0;0.00 kt
FITZ ROY (ART-TRP);CB6589;30/12/2022 18:11:33;-53.2373;-70.9433;0.0;0.00 kt
FITZ ROY (ART-TRP);CB6589;30/12/2022 17:56:33;-53.2374;-70.9433;0.0;0.00 kt
FITZ ROY (ART-TRP);CB6589;30/12/2022 17:41:33;-53.2374;-70.9433;0.0;0.00 kt
FITZ ROY (ART-TRP);CB6589;30/12/2022 17:26:33;-53.2374;-70.9433;63.0;0.00 kt
FITZ ROY (ART-TRP);CB6589;30/12/2022 17:11:33;-53.2374;-70.9433;0.0;0.00 kt
FITZ ROY (ART-TRP);CB6589;30/12/2022 16:56:33;-53.2374;-70.9433;0.0;0.00 kt
FITZ ROY (ART-TRP);CB6589;30/12/2022 16:41:34;-53.2374;-70.9434;0.0;0.00 kt
FITZ ROY (ART-TRP);CB6589;30/12/2022 16:26:33;-53.2374;-70.9433;0.0;0.00 kt
FITZ ROY (ART-TRP);CB6589;30/12/2022 16:11:33;-53.2374;-70.9433;0.0;0.00 kt
FITZ ROY (ART-TRP);CB6589;30/12/2022 15:56:33;-53.2374;-70.9433;0.0;0.00 kt
FITZ ROY (ART-TRP);CB6589;30/12/2022 15:41:33;-53.2374;-70.9434;358.0;0.00 kt
FITZ ROY (ART-TRP);CB6589;30/12/2022 15:26:33;-53.2374;-70.9433;0.0;0.00 kt
FITZ ROY (ART-TRP);CB6589;30/12/2022 15:11:33;-53.2374;-70.9432;0.0;0.00 kt
FITZ ROY (ART-TRP);CB6589;30/12/2022 14:56:33;-53.2374;-70.9433;0.0;0.00 kt
FITZ ROY (ART-TRP);CB6589;30/12/2022 14:41:33;-53.2374;-70.9433;170.0;0.00 kt
FITZ ROY (ART-TRP);CB6589;30/12/2022 14:26:33;-53.2374;-70.9433;0.0;0.00 kt
FITZ ROY (ART-TRP);CB6589;30/12/2022 14:11:33;-53.2374;-70.9433;0.0;0.00 kt
FITZ ROY (ART-TRP);CB6589;30/12/2022 13:56:33;-53.2373;-70.9433;0.0;0.00 kt
FITZ ROY (ART-TRP);CB6589;30/12/2022 13:41:33;-53.2373;-70.9433;0.0;0.00 kt
FITZ ROY (ART-TRP);CB6589;30/12/2022 13:26:33;-53.2374;-70.9433;0.0;0.00 kt
FITZ ROY (ART-TRP);CB6589;30/12/2022 13:11:33;-53.2373;-70.9433;0.0;0.00 kt
FITZ ROY (ART-TRP);CB6589;30/12/2022 12:56:33;-53.2374;-70.9433;0.0;0.00 kt
FITZ ROY (ART-TRP);CB6589;30/12/2022 12:41:33;-53.2373;-70.9433;0.0;0.00 kt
FITZ ROY (ART-TRP);CB6589;30/12/2022 12:26:33;-53.2373;-70.9433;128.0;0.00 kt
FITZ ROY (ART-TRP);CB6589;30/12/2022 12:11:33;-53.2374;-70.9433;127.0;0.00 kt
FITZ ROY (ART-TRP);CB6589;30/12/2022 11:56:33;-53.2374;-70.9433;0.0;0.00 kt
FITZ ROY (ART-TRP);CB6589;30/12/2022 11:41:33;-53.2373;-70.9433;0.0;0.00 kt
FITZ ROY (ART-TRP);CB6589;30/12/2022 11:26:33;-53.2373;-70.9433;0.0;0.00 kt
FITZ ROY (ART-TRP);CB6589;30/12/2022 11:11:33;-53.2373;-70.9433;0.0;0.00 kt
UZIEL II (ART);CB7875;30/12/2022 21:21:01;-36.7364;-73.2;97.0;7.50 kt
UZIEL II (ART);CB7875;30/12/2022 21:13:01;-36.7358;-73.222;101.0;8.00 kt
UZIEL II (ART);CB7875;30/12/2022 21:05:01;-36.7355;-73.2429;76.0;8.00 kt
UZIEL II (ART);CB7875;30/12/2022 20:57:01;-36.736;-73.2632;90.0;6.99 kt
UZIEL II (ART);CB7875;30/12/2022 20:49:01;-36.7376;-73.2837;71.0;8.00 kt
UZIEL II (ART);CB7875;30/12/2022 20:41:01;-36.7389;-73.3042;81.0;8.00 kt
UZIEL II (ART);CB7875;30/12/2022 20:33:01;-36.7397;-73.3243;58.0;8.00 kt
UZIEL II (ART);CB7875;30/12/2022 20:25:01;-36.7375;-73.3426;77.0;8.00 kt
UZIEL II (ART);CB7875;30/12/2022 20:17:01;-36.7361;-73.3627;98.0;8.00 kt
UZIEL II (ART);CB7875;30/12/2022 20:09:01;-36.7309;-73.3828;90.0;8.00 kt
UZIEL II (ART);CB7875;30/12/2022 20:01:01;-36.7291;-73.4032;87.0;9.00 kt
UZIEL II (ART);CB7875;30/12/2022 19:53:01;-36.7285;-73.424;85.0;8.49 kt
UZIEL II (ART);CB7875;30/12/2022 19:45:01;-36.7283;-73.4448;90.0;9.00 kt
UZIEL II (ART);CB7875;30/12/2022 19:37:01;-36.7243;-73.4652;100.0;8.00 kt
UZIEL II (ART);CB7875;30/12/2022 19:29:01;-36.7217;-73.4856;86.0;7.50 kt
UZIEL II (ART);CB7875;30/12/2022 19:21:01;-36.7217;-73.5056;82.0;6.99 kt
UZIEL II (ART);CB7875;30/12/2022 19:13:01;-36.7209;-73.5256;101.0;6.00 kt
UZIEL II (ART);CB7875;30/12/2022 19:05:01;-36.719;-73.5458;98.0;6.99 kt
UZIEL II (ART);CB7875;30/12/2022 18:57:01;-36.719;-73.5664;93.0;6.99 kt
UZIEL II (ART);CB7875;30/12/2022 18:49:01;-36.7221;-73.5779;218.0;0.99 kt
UZIEL II (ART);CB7875;30/12/2022 18:41:01;-36.7233;-73.5786;121.0;0.99 kt
