Name;Radio Call Sign (RC);Location date;Latitude;Longitude;Heading;Speed (kt)
ORIENTE  (ART);CB4239;27/12/2022 10:58:01;-32.9385;-71.7757;4.0;2.99 kt
ORIENTE  (ART);CB4239;27/12/2022 10:43:01;-32.9384;-71.7759;103.0;0.99 kt
ORIENTE  (ART);CB4239;27/12/2022 10:28:01;-32.9385;-71.7759;171.0;0.99 kt
ORIENTE  (ART);CB4239;27/12/2022 10:13:01;-32.9385;-71.7759;58.0;0.00 kt
ORIENTE  (ART);CB4239;27/12/2022 09:58:01;-32.9384;-71.7759;264.0;0.99 kt
ORIENTE  (ART);CB4239;27/12/2022 09:43:01;-32.9383;-71.7758;262.0;0.00 kt
ORIENTE  (ART);CB4239;27/12/2022 09:28:01;-32.9384;-71.7759;253.0;0.99 kt
ORIENTE  (ART);CB4239;27/12/2022 09:13:01;-32.9384;-71.776;277.0;0.99 kt
ORIENTE  (ART);CB4239;27/12/2022 08:58:01;-32.9384;-71.776;282.0;0.99 kt
ORIENTE  (ART);CB4239;27/12/2022 08:43:01;-32.9384;-71.776;197.0;0.99 kt
ORIENTE  (ART);CB4239;27/12/2022 08:28:01;-32.9384;-71.7761;66.0;0.50 kt
ORIENTE  (ART);CB4239;27/12/2022 08:13:01;-32.9383;-71.776;113.0;0.50 kt
ORIENTE  (ART);CB4239;27/12/2022 07:58:01;-32.9383;-71.776;318.0;0.50 kt
ORIENTE  (ART);CB4239;27/12/2022 07:43:01;-32.9381;-71.776;151.0;0.50 kt
ORIENTE  (ART);CB4239;27/12/2022 07:28:01;-32.9381;-71.776;43.0;0.00 kt
ORIENTE  (ART);CB4239;27/12/2022 07:13:01;-32.9381;-71.7761;203.0;0.99 kt
ORIENTE  (ART);CB4239;27/12/2022 06:58:01;-32.9381;-71.7759;310.0;2.00 kt
ORIENTE  (ART);CB4239;27/12/2022 06:43:01;-32.9379;-71.7758;100.0;0.00 kt
ORIENTE  (ART);CB4239;27/12/2022 06:28:01;-32.938;-71.7758;206.0;0.99 kt
ORIENTE  (ART);CB4239;27/12/2022 06:13:01;-32.938;-71.7758;78.0;0.00 kt
ORIENTE  (ART);CB4239;27/12/2022 05:58:01;-32.938;-71.7759;81.0;0.00 kt
ORIENTE  (ART);CB4239;27/12/2022 05:43:01;-32.938;-71.7758;337.0;0.00 kt
ORIENTE  (ART);CB4239;27/12/2022 05:28:01;-32.938;-71.7759;49.0;0.99 kt
ORIENTE  (ART);CB4239;27/12/2022 05:13:01;-32.938;-71.7759;356.0;0.99 kt
ORIENTE  (ART);CB4239;27/12/2022 04:58:01;-32.9381;-71.7759;242.0;0.99 kt
ORIENTE  (ART);CB4239;27/12/2022 04:43:01;-32.9381;-71.7759;284.0;0.99 kt
ORIENTE  (ART);CB4239;27/12/2022 04:28:01;-32.9381;-71.7759;75.0;0.99 kt
ORIENTE  (ART);CB4239;27/12/2022 04:13:01;-32.9381;-71.776;78.0;0.50 kt
ORIENTE  (ART);CB4239;27/12/2022 03:58:01;-32.9381;-71.776;42.0;0.99 kt
ORIENTE  (ART);CB4239;27/12/2022 03:43:01;-32.938;-71.7759;234.0;0.00 kt
ORIENTE  (ART);CB4239;27/12/2022 03:28:01;-32.9381;-71.7758;94.0;0.50 kt
ORIENTE  (ART);CB4239;27/12/2022 03:13:01;-32.938;-71.7758;101.0;0.99 kt
ORIENTE  (ART);CB4239;27/12/2022 02:58:01;-32.9381;-71.7757;38.0;0.00 kt
ORIENTE  (ART);CB4239;27/12/2022 02:43:01;-32.938;-71.7757;105.0;0.00 kt
ORIENTE  (ART);CB4239;27/12/2022 02:28:01;-32.938;-71.7757;271.0;0.00 kt
ORIENTE  (ART);CB4239;27/12/2022 02:13:01;-32.938;-71.7756;265.0;0.00 kt
ORIENTE  (ART);CB4239;27/12/2022 01:58:01;-32.938;-71.7755;118.0;0.99 kt
ORIENTE  (ART);CB4239;27/12/2022 01:43:01;-32.9381;-71.7753;241.0;1.49 kt
ORIENTE  (ART);CB4239;27/12/2022 01:28:01;-32.9383;-71.7752;0.0;0.00 kt
ORIENTE  (ART);CB4239;27/12/2022 01:13:01;-32.9386;-71.7751;142.0;0.00 kt
ORIENTE  (ART);CB4239;27/12/2022 00:58:01;-32.9388;-71.7751;45.0;0.00 kt
ORIENTE  (ART);CB4239;27/12/2022 00:43:01;-32.939;-71.7751;344.0;0.99 kt
ORIENTE  (ART);CB4239;27/12/2022 00:28:01;-32.9394;-71.7752;64.0;0.00 kt
ORIENTE  (ART);CB4239;27/12/2022 00:13:02;-32.94;-71.7754;106.0;0.99 kt
ORIENTE  (ART);CB4239;26/12/2022 23:58:01;-32.9408;-71.7757;82.0;0.99 kt
ORIENTE  (ART);CB4239;26/12/2022 23:43:01;-32.942;-71.7762;358.0;0.50 kt
ORIENTE  (ART);CB4239;26/12/2022 23:28:01;-32.9395;-71.7754;180.0;2.00 kt
ORIENTE  (ART);CB4239;26/12/2022 23:13:01;-32.9337;-71.7707;161.0;2.00 kt
ORIENTE  (ART);CB4239;26/12/2022 22:58:01;-32.9273;-71.7697;247.0;0.99 kt
ORIENTE  (ART);CB4239;26/12/2022 22:43:01;-32.9189;-71.7626;257.0;0.99 kt
ORIENTE  (ART);CB4239;26/12/2022 22:28:01;-32.911;-71.7431;200.0;6.99 kt
ORIENTE  (ART);CB4239;26/12/2022 22:13:01;-32.8898;-71.722;200.0;6.99 kt
ORIENTE  (ART);CB4239;26/12/2022 21:58:01;-32.8689;-71.7004;198.0;6.49 kt
ORIENTE  (ART);CB4239;26/12/2022 21:43:01;-32.8492;-71.6768;233.0;6.99 kt
ORIENTE  (ART);CB4239;26/12/2022 21:28:01;-32.8257;-71.6593;212.0;6.00 kt
ORIENTE  (ART);CB4239;26/12/2022 21:13:01;-32.8078;-71.6304;254.0;6.99 kt
ORIENTE  (ART);CB4239;26/12/2022 20:58:02;-32.7932;-71.5976;246.0;8.00 kt
ORIENTE  (ART);CB4239;26/12/2022 20:43:01;-32.7759;-71.5665;234.0;8.00 kt
ORIENTE  (ART);CB4239;26/12/2022 20:28:01;-32.762;-71.5349;298.0;7.50 kt
HURACAN I (ART);CB7014;26/12/2022 19:47:01;-41.7906;-73.1571;46.0;8.00 kt
HURACAN I (ART);CB7014;26/12/2022 19:32:01;-41.795;-73.1956;33.0;8.00 kt
HURACAN I (ART);CB7014;26/12/2022 19:17:01;-41.8131;-73.1678;263.0;8.00 kt
HURACAN I (ART);CB7014;26/12/2022 19:02:01;-41.7973;-73.1473;330.0;0.00 kt
HURACAN I (ART);CB7014;26/12/2022 18:47:01;-41.7978;-73.147;55.0;0.00 kt
HURACAN I (ART);CB7014;26/12/2022 18:32:01;-41.7978;-73.147;55.0;0.00 kt
HURACAN I (ART);CB7014;26/12/2022 18:17:01;-41.7978;-73.147;0.0;0.00 kt
HURACAN I (ART);CB7014;26/12/2022 18:02:01;-41.7978;-73.147;0.0;0.00 kt
HURACAN I (ART);CB7014;26/12/2022 17:47:01;-41.7978;-73.147;0.0;0.00 kt
HURACAN I (ART);CB7014;26/12/2022 17:32:01;-41.7978;-73.147;55.0;0.00 kt
HURACAN I (ART);CB7014;26/12/2022 17:17:01;-41.7978;-73.147;55.0;0.00 kt
HURACAN I (ART);CB7014;26/12/2022 17:02:01;-41.7978;-73.147;0.0;0.00 kt
HURACAN I (ART);CB7014;26/12/2022 16:47:01;-41.7978;-73.147;0.0;0.00 kt
HURACAN I (ART);CB7014;26/12/2022 16:32:01;-41.7978;-73.147;0.0;0.00 kt
HURACAN I (ART);CB7014;26/12/2022 16:17:01;-41.7978;-73.147;202.0;0.00 kt
HURACAN I (ART);CB7014;26/12/2022 16:02:01;-41.7978;-73.147;202.0;0.00 kt
HURACAN I (ART);CB7014;26/12/2022 15:47:01;-41.7978;-73.147;0.0;0.00 kt
HURACAN I (ART);CB7014;26/12/2022 15:32:01;-41.7978;-73.147;0.0;0.00 kt
HURACAN I (ART);CB7014;26/12/2022 15:17:01;-41.7978;-73.147;0.0;0.00 kt
HURACAN I (ART);CB7014;26/12/2022 15:02:01;-41.7978;-73.147;0.0;0.00 kt
HURACAN I (ART);CB7014;26/12/2022 14:47:01;-41.7978;-73.147;202.0;0.00 kt
HURACAN I (ART);CB7014;26/12/2022 14:32:01;-41.7978;-73.147;0.0;0.00 kt
HURACAN I (ART);CB7014;26/12/2022 14:17:01;-41.7978;-73.147;0.0;0.00 kt
HURACAN I (ART);CB7014;26/12/2022 14:02:01;-41.7978;-73.147;0.0;0.00 kt
HURACAN I (ART);CB7014;26/12/2022 13:47:02;-41.7978;-73.147;202.0;0.00 kt
HURACAN I (ART);CB7014;26/12/2022 13:32:01;-41.7978;-73.147;0.0;0.00 kt
HURACAN I (ART);CB7014;26/12/2022 13:17:01;-41.7978;-73.147;202.0;0.00 kt
HURACAN I (ART);CB7014;26/12/2022 13:02:01;-41.7978;-73.147;0.0;0.00 kt
HURACAN I (ART);CB7014;26/12/2022 12:47:01;-41.7978;-73.147;0.0;0.00 kt
HURACAN I (ART);CB7014;26/12/2022 12:32:01;-41.7978;-73.147;0.0;0.00 kt
HURACAN I (ART);CB7014;26/12/2022 12:17:01;-41.7977;-73.147;0.0;0.00 kt
HURACAN I (ART);CB7014;26/12/2022 12:02:01;-41.7977;-73.147;202.0;0.00 kt
HURACAN I (ART);CB7014;26/12/2022 11:47:02;-41.7977;-73.147;0.0;0.00 kt
HURACAN I (ART);CB7014;26/12/2022 11:32:01;-41.7977;-73.147;0.0;0.00 kt
HURACAN I (ART);CB7014;26/12/2022 11:17:02;-41.7995;-73.1485;322.0;0.00 kt
TRAUWÜN I (ART);CB7765;27/12/2022 07:43:01;-29.9314;-71.344;70.0;6.99 kt
TRAUWÜN I (ART);CB7765;27/12/2022 07:35:01;-29.9397;-71.3604;55.0;8.00 kt
TRAUWÜN I (ART);CB7765;27/12/2022 07:27:01;-29.95;-71.3766;47.0;8.00 kt
TRAUWÜN I (ART);CB7765;27/12/2022 07:19:01;-29.959;-71.3929;61.0;8.00 kt
TRAUWÜN I (ART);CB7765;27/12/2022 07:11:01;-29.9693;-71.4084;51.0;8.00 kt
TRAUWÜN I (ART);CB7765;27/12/2022 07:03:01;-29.9823;-71.4214;40.0;8.00 kt
