Name;Radio Call Sign (RC);Location date;Latitude;Longitude;Heading;Speed (kt)
ORIENTE  (ART);CB4239;28/12/2022 17:43:01;-32.7448;-71.551;136.0;6.99 kt
ORIENTE  (ART);CB4239;28/12/2022 17:28:01;-32.7268;-71.581;122.0;8.00 kt
ORIENTE  (ART);CB4239;28/12/2022 17:13:01;-32.7092;-71.6114;120.0;6.99 kt
ORIENTE  (ART);CB4239;28/12/2022 16:58:02;-32.688;-71.6375;156.0;8.00 kt
ORIENTE  (ART);CB4239;28/12/2022 16:43:01;-32.6672;-71.6598;81.0;4.00 kt
ORIENTE  (ART);CB4239;28/12/2022 16:28:01;-32.6663;-71.6586;262.0;2.00 kt
ORIENTE  (ART);CB4239;28/12/2022 16:13:01;-32.6609;-71.6564;198.0;2.00 kt
ORIENTE  (ART);CB4239;28/12/2022 15:58:01;-32.6572;-71.6589;173.0;2.00 kt
ORIENTE  (ART);CB4239;28/12/2022 15:43:01;-32.6528;-71.6651;188.0;0.99 kt
ORIENTE  (ART);CB4239;28/12/2022 15:28:01;-32.6464;-71.6642;225.0;2.00 kt
ORIENTE  (ART);CB4239;28/12/2022 15:13:01;-32.6409;-71.6584;269.0;3.49 kt
ORIENTE  (ART);CB4239;28/12/2022 14:58:01;-32.6337;-71.6574;101.0;2.00 kt
ORIENTE  (ART);CB4239;28/12/2022 14:43:01;-32.6313;-71.6607;359.0;2.99 kt
ORIENTE  (ART);CB4239;28/12/2022 14:28:01;-32.6295;-71.6651;194.0;1.49 kt
ORIENTE  (ART);CB4239;28/12/2022 14:13:01;-32.6246;-71.6599;221.0;2.00 kt
ORIENTE  (ART);CB4239;28/12/2022 13:58:01;-32.6199;-71.6533;238.0;2.99 kt
ORIENTE  (ART);CB4239;28/12/2022 13:43:01;-32.6092;-71.6483;256.0;0.99 kt
ORIENTE  (ART);CB4239;28/12/2022 13:28:01;-32.6102;-71.6482;350.0;0.50 kt
ORIENTE  (ART);CB4239;28/12/2022 13:13:01;-32.6114;-71.648;5.0;0.99 kt
ORIENTE  (ART);CB4239;28/12/2022 12:58:01;-32.614;-71.6479;326.0;0.99 kt
ORIENTE  (ART);CB4239;28/12/2022 12:43:01;-32.6165;-71.651;86.0;0.99 kt
ORIENTE  (ART);CB4239;28/12/2022 12:28:01;-32.6181;-71.6581;37.0;0.99 kt
ORIENTE  (ART);CB4239;28/12/2022 12:13:01;-32.6245;-71.6568;287.0;2.99 kt
ORIENTE  (ART);CB4239;28/12/2022 11:58:01;-32.63;-71.6581;128.0;0.99 kt
ORIENTE  (ART);CB4239;28/12/2022 11:43:01;-32.6336;-71.6644;1.0;2.00 kt
ORIENTE  (ART);CB4239;28/12/2022 11:28:01;-32.6402;-71.6654;2.0;2.00 kt
ORIENTE  (ART);CB4239;28/12/2022 11:13:01;-32.6468;-71.6634;356.0;2.00 kt
TRAUWÜN I (ART);CB7765;29/12/2022 02:15:01;-29.9304;-71.3388;92.0;7.50 kt
TRAUWÜN I (ART);CB7765;29/12/2022 02:07:01;-29.9372;-71.3563;57.0;6.99 kt
TRAUWÜN I (ART);CB7765;29/12/2022 01:59:01;-29.9484;-71.3723;42.0;8.00 kt
TRAUWÜN I (ART);CB7765;29/12/2022 01:51:01;-29.9608;-71.3872;41.0;9.00 kt
TRAUWÜN I (ART);CB7765;29/12/2022 01:43:01;-29.9739;-71.4014;45.0;6.99 kt
TRAUWÜN I (ART);CB7765;29/12/2022 01:35:01;-29.9859;-71.4161;51.0;6.99 kt
TRAUWÜN I (ART);CB7765;29/12/2022 01:27:01;-29.9989;-71.4293;38.0;8.00 kt
TRAUWÜN I (ART);CB7765;29/12/2022 01:19:01;-30.0121;-71.4427;42.0;8.00 kt
TRAUWÜN I (ART);CB7765;29/12/2022 01:11:01;-30.0249;-71.4576;43.0;8.00 kt
TRAUWÜN I (ART);CB7765;29/12/2022 01:03:01;-30.0378;-71.473;343.0;6.99 kt
